"protected_status","Cabassous centralis","Canis latrans","Conepatus leuconotus","Conepatus semistriatus","Crax rubra","Cuniculus paca","Dasyprocta punctata","Dasypus novemcinctus","Didelphis sp","Eira barbara","Galictis vittata","Herpailurus yagouaroundi","Leopardus pardalis","Leopardus wiedii","Mazama temama","Nasua narica","Odocoileus virginianus","Panthera onca","Pecari tajacu","Penelope purpurascens","Penelopina nigra","Procyon lotor","Puma concolor","Spilogale angustifrons","Sylvilagus gabbi","Tamandua mexicana","Tapirus bairdii","Tayassu pecari","Tinamus major","Urocyon cinereoargenteus"
0,0.229799538716873,0.0819977779924357,0.340917195060627,0.194332627121922,0.201045674513121,0.489236765336352,0.63289567503373,0.56641556980733,0.853759782651642,0.157899806022388,0.21855105933792,0.492734521376699,0.513435649009952,0.365616770379199,0.0325666952475791,0.761637879466463,0.101536793434854,0.144743767263375,0.158241542009192,0.0412436886081547,0.161206033245534,0.583035886435846,0.0418757018291373,0.0366912838507864,0.281631947005342,0.526037183953859,0.0110029254781067,0.00632246087929505,0.162810505275396,0.293299677485091
1,0.109238108221774,0.0394122349247262,0.0449099729951712,0.314655259954924,0.528655969156965,0.610561631953576,0.756510935259417,0.487678441511254,0.504035575734375,0.38211726662384,0.215469458847153,0.385224035739933,0.529930653380331,0.634010945746625,0.400193060079957,0.643289219650542,0.157105446552246,0.425671300739551,0.264210034166859,0.170071627291279,0.206073818924207,0.168868266163069,0.365908697097279,0.042944317468616,0.0370924324666248,0.278171703656651,0.395413698791418,0.376080209395057,0.383290812779015,0.111284310491409
